1,1,123.5,334.7,132.82,58.54000000000002,1,1,1.0
1,2,208.76,251.36,93.55000000000001,40.879999999999995,1,1,1.0
1,3,734.85,267.82,69.72000000000003,38.01999999999998,1,1,1.0
2,1,100.1,336.16,134.8,58.539999999999964,1,1,1.0
2,2,208.76,251.36,93.55000000000001,40.89999999999998,1,1,1.0
2,3,720.71,269.58,71.18999999999994,38.360000000000014,1,1,1.0
3,1,74.26,336.65,136.74,62.450000000000045,1,1,1.0
3,2,208.76,251.36,93.55000000000001,40.93000000000001,1,1,1.0
3,3,706.58,271.35,72.64999999999998,38.67999999999995,1,1,1.0
4,1,48.48,342.75,140.17000000000002,62.44999999999999,1,1,1.0
4,2,208.76,251.36,93.55000000000001,40.95999999999998,1,1,1.0
4,3,692.44,273.12,74.13,39.00999999999999,1,1,1.0
5,1,22.7,348.85,143.60000000000002,62.44999999999999,1,1,1.0
5,2,208.76,251.36,93.55000000000001,40.97999999999996,1,1,1.0
5,3,678.31,274.89,75.59000000000003,39.33000000000004,1,1,1.0
6,1,0.0,348.85,142.7,64.94999999999999,1,1,1.0
6,2,208.76,251.36,93.55000000000001,41.00999999999999,1,1,1.0
6,3,664.17,276.66,77.06000000000006,39.65999999999997,1,1,1.0
7,1,0.0,348.85,124.2,73.34999999999997,1,1,1.0
7,2,208.76,251.36,93.55000000000001,41.02999999999997,1,1,1.0
7,3,650.04,278.43,78.53000000000009,39.98000000000002,1,1,1.0
8,1,0.0,355.37,99.34,71.63,1,1,1.0
8,2,208.76,251.36,93.55000000000001,41.06,1,1,1.0
8,3,635.9,280.2,80.0,40.31,1,1,1.0
9,1,0.0,361.9,74.48,58.200000000000045,1,1,1.0
9,2,208.76,251.36,93.55000000000001,41.089999999999975,1,1,1.0
9,3,621.77,281.96,81.46000000000004,40.64000000000004,1,1,1.0
10,1,0.0,361.9,49.84,61.80000000000001,1,1,1.0
10,2,208.76,251.36,93.55000000000001,41.110000000000014,1,1,1.0
10,3,605.94,283.73,82.92999999999995,40.96999999999997,1,1,1.0
11,1,0.0,361.9,25.2,65.40000000000003,1,1,1.0
11,2,208.76,251.36,93.55000000000001,41.139999999999986,1,1,1.0
11,3,590.1,285.5,84.39999999999998,41.29000000000002,1,1,1.0
12,2,208.76,251.36,93.55000000000001,41.16999999999996,1,1,1.0
12,3,575.68,287.95,84.40000000000009,41.29000000000002,1,1,1.0
13,2,208.76,251.36,93.55000000000001,41.19,1,1,1.0
13,3,559.36,290.13,86.02999999999997,41.829999999999984,1,1,1.0
14,2,208.76,251.36,93.55000000000001,41.21999999999997,1,1,1.0
14,3,543.03,292.32,87.66000000000008,42.360000000000014,1,1,1.0
15,2,208.76,251.36,93.55000000000001,41.24000000000001,1,1,1.0
15,3,526.71,294.5,89.28999999999996,42.89999999999998,1,1,1.0
16,2,208.76,251.36,93.55000000000001,41.26999999999998,1,1,1.0
16,3,508.53,296.3,91.33000000000004,44.870000000000005,1,1,1.0
17,2,208.76,251.36,93.55000000000001,41.30000000000001,1,1,1.0
17,3,490.35,298.1,93.37,46.829999999999984,1,1,1.0
18,2,208.76,251.36,93.55000000000001,41.31999999999999,1,1,1.0
18,3,472.17,299.9,95.41000000000003,48.79000000000002,1,1,1.0
19,2,208.76,251.36,93.55000000000001,41.349999999999966,1,1,1.0
19,3,455.73,302.37,97.44999999999993,49.5,1,1,1.0
20,2,208.76,251.36,93.55000000000001,41.379999999999995,1,1,1.0
20,3,439.3,304.85,99.48999999999995,50.19999999999999,1,1,1.0
21,2,208.76,251.36,93.55000000000001,41.39999999999998,1,1,1.0
21,3,422.86,307.32,101.52999999999997,50.910000000000025,1,1,1.0
22,2,208.76,251.36,93.55000000000001,41.43000000000001,1,1,1.0
22,3,403.81,310.67,103.57,51.620000000000005,1,1,1.0
23,2,208.76,251.36,93.55000000000001,41.44999999999999,1,1,1.0
23,3,384.75,314.01,105.61000000000001,52.329999999999984,1,1,1.0
24,2,208.76,251.36,93.55000000000001,41.47999999999996,1,1,1.0
24,3,365.7,317.36,107.65000000000003,53.039999999999964,1,1,1.0
25,2,208.76,251.36,93.55000000000001,41.50999999999999,1,1,1.0
25,3,346.64,320.71,109.69,53.74000000000001,1,1,1.0
26,2,208.76,251.36,93.55000000000001,41.52999999999997,1,1,1.0
26,3,327.58,324.05,111.74000000000001,54.45999999999998,1,1,1.0
27,2,208.76,251.36,93.55000000000001,41.56,1,1,1.0
27,3,308.53,327.4,113.77000000000004,55.160000000000025,1,1,1.0
28,2,208.76,251.36,93.55000000000001,41.579999999999984,1,1,1.0
28,3,287.23,331.08,115.89999999999998,56.56,1,1,1.0
29,2,208.76,251.36,93.55000000000001,41.610000000000014,1,1,1.0
29,3,265.94,334.75,118.00999999999999,57.97000000000003,1,1,1.0
30,2,208.76,251.36,93.55000000000001,41.639999999999986,1,1,1.0
30,3,244.64,338.43,120.13999999999999,59.360000000000014,1,1,1.0
31,2,208.76,251.36,93.55000000000001,41.65999999999997,1,1,1.0
31,3,223.35,342.1,122.25000000000003,60.76999999999998,1,1,1.0
32,2,208.76,251.36,93.55000000000001,41.69,1,1,1.0
32,3,199.3,344.84,126.25,62.52000000000004,1,1,1.0
33,2,208.76,251.36,93.55000000000001,41.71999999999997,1,1,1.0
33,3,175.25,347.58,130.25,64.28000000000003,1,1,1.0
34,2,208.76,251.36,93.55000000000001,41.74000000000001,1,1,1.0
34,3,151.2,350.32,134.25,66.03000000000003,1,1,1.0
35,2,208.76,251.36,93.55000000000001,41.76999999999998,1,1,1.0
35,3,125.11,354.59,138.25,67.78000000000003,1,1,1.0
36,2,208.76,251.36,93.55000000000001,41.789999999999964,1,1,1.0
36,3,99.02,358.86,142.26,69.53999999999996,1,1,1.0
37,2,208.76,251.36,93.55000000000001,41.81999999999999,1,1,1.0
37,3,72.93,363.13,146.26,71.29000000000002,1,1,1.0
38,2,208.76,251.36,93.55000000000001,41.849999999999966,1,1,1.0
38,3,46.84,367.4,150.26,73.04000000000002,1,1,1.0
39,2,208.76,251.36,93.55000000000001,41.870000000000005,1,1,1.0
39,3,19.3,372.24,153.51,74.23000000000002,1,1,1.0
40,2,208.76,251.36,93.55000000000001,41.89999999999998,1,1,1.0
40,3,1.2,377.08,147.32000000000002,75.42000000000002,1,1,1.0
41,2,208.76,251.36,93.55000000000001,41.93000000000001,1,1,1.0
41,3,0.8,381.92,123.43,78.97999999999996,1,1,1.0
42,2,208.76,251.36,93.55000000000001,41.94999999999999,1,1,1.0
42,3,0.4,386.76,99.53999999999999,80.94,1,1,1.0
43,2,208.76,251.36,93.55000000000001,41.97999999999996,1,1,1.0
43,3,0.0,391.6,75.64,67.19,1,1,1.0
44,2,208.76,251.36,93.55000000000001,42.0,1,1,1.0
44,3,0.0,403.2,49.07,61.05000000000001,1,1,1.0
45,2,208.76,251.36,93.55000000000001,42.02999999999997,1,1,1.0
45,3,0.0,414.8,22.5,54.89999999999998,1,1,1.0
46,2,208.76,251.36,93.55000000000001,42.06,1,1,1.0
