1,1,53.58,61.15,122.36999999999999,60.46,1,1,1.0
1,2,0.0,14.17,19.0,28.409999999999997,1,1,1.0
1,3,92.69,0.0,227.68,64.11,1,1,1.0
1,4,310.5,0.0,401.13,114.17,1,1,1.0
2,1,36.3,57.16,119.07000000000001,58.650000000000006,1,1,1.0
2,2,0.0,14.17,11.2,28.409999999999997,1,1,1.0
2,3,92.81,0.0,227.56,63.95,1,1,1.0
2,4,310.5,0.0,400.22,114.17,1,1,1.0
3,1,19.02,53.16,115.78000000000002,56.84,1,1,1.0
3,2,0.0,14.17,3.4,28.409999999999997,1,1,1.0
3,3,92.94,0.0,227.43,63.78,1,1,1.0
3,4,310.5,0.0,399.32000000000005,114.17,1,1,1.0
4,1,4.2,51.99,109.0,56.839999999999996,1,1,1.0
4,3,93.06,0.0,227.31,63.62,1,1,1.0
4,4,310.5,0.0,398.40999999999997,114.17,1,1,1.0
5,1,0.0,48.59,93.88,55.47,1,1,1.0
5,3,93.19,0.0,227.18,63.45,1,1,1.0
5,4,310.5,0.0,397.51,114.17,1,1,1.0
6,1,0.0,45.2,74.57,54.099999999999994,1,1,1.0
6,3,93.32,0.0,227.05,63.28,1,1,1.0
6,4,310.5,0.0,396.6,114.17,1,1,1.0
7,1,0.0,44.07,58.02,50.9,1,1,1.0
7,3,93.44,0.0,226.93,63.12,1,1,1.0
7,4,310.5,0.0,395.91999999999996,114.17,1,1,1.0
8,1,0.0,42.93,41.47,47.720000000000006,1,1,1.0
8,3,93.57,0.0,226.8,62.95,1,1,1.0
8,4,310.5,0.0,395.24,114.17,1,1,1.0
9,1,0.0,41.8,24.93,44.519999999999996,1,1,1.0
9,3,93.7,0.0,226.67000000000002,62.78,1,1,1.0
9,4,310.5,0.0,394.55999999999995,114.17,1,1,1.0
10,1,0.0,48.1,14.0,31.499999999999993,1,1,1.0
10,3,93.82,0.0,226.55,62.62,1,1,1.0
10,4,310.5,0.0,393.88,114.17,1,1,1.0
10,5,915.59,191.92,44.40999999999997,80.39000000000001,1,1,1.0
11,3,93.95,0.0,226.42000000000002,62.45,1,1,1.0
11,4,310.5,0.0,393.20000000000005,114.17,1,1,1.0
11,5,872.54,182.1,87.46000000000004,87.9,1,1,1.0
12,3,94.08,0.0,226.29000000000002,62.29,1,1,1.0
12,4,310.5,0.0,393.20000000000005,114.07,1,1,1.0
12,5,824.9,172.3,135.10000000000002,98.37,1,1,1.0
13,3,94.2,0.0,226.17000000000002,62.12,1,1,1.0
13,4,310.5,0.0,393.20000000000005,113.97,1,1,1.0
